Neuron_ID,Diff_Mag,Ratio_Mag,Diff_Freq,FT_Mag_P,FT_Mag_C,Base_Mag_P,Base_Mag_C,FT_Freq_P,FT_Freq_C,Base_Freq_P,Base_Freq_C
2087,0.006316646933555603,1.03793102498767,0.002400219440460205,0.1728191077709198,0.1665024608373642,0.3646621108055115,0.36933964490890503,0.7357316017150879,0.7333313822746277,0.7812879085540771,0.7832517027854919
2088,0.0021973438560962677,0.9595916301908798,0.0027512162923812866,-0.05215734243392944,-0.05435468629002571,-0.05087908357381821,-0.05327567085623741,0.14114677906036377,0.13839556276798248,0.1426362246274948,0.13943912088871002
2089,-0.0022060424089431763,1.0312861775768773,0.0006546080112457275,-0.07275073230266571,-0.07054468989372253,-0.06881191581487656,-0.06667105108499527,0.1468389481306076,0.14618434011936188,0.15259751677513123,0.15178164839744568
2090,0.003763331100344658,1.212921518141526,0.01274096965789795,0.021432368084788322,0.017669036984443665,0.0732557401061058,0.0748109444975853,0.3986888825893402,0.38594791293144226,0.5605741143226624,0.5716738700866699
2091,0.0038729794323444366,0.9350037634226911,0.006754696369171143,-0.055700384080410004,-0.05957336351275444,-0.06323951482772827,-0.06663434952497482,0.18511876463890076,0.17836406826972961,0.17530927062034607,0.16944633424282074
2092,-0.0019077509641647339,0.9651697001404875,-0.007693946361541748,0.05289269983768463,0.054800450801849365,0.052607472985982895,0.05486397072672844,0.49875718355178833,0.5064511299133301,0.5044588446617126,0.5122665762901306
2093,0.0009533464908599854,0.9834294659078704,-7.589161396026611e-05,-0.05651994049549103,-0.05747328698635101,-0.05085454881191254,-0.05159180611371994,0.15190497040748596,0.15198086202144623,0.15623101592063904,0.15705639123916626
2094,-0.003104199655354023,1.912796938755537,-0.0035670995712280273,-0.0065070511773228645,-0.0034028515219688416,0.00949898362159729,0.0118393674492836,0.28945618867874146,0.2930232882499695,0.3174237012863159,0.32154104113578796
2095,0.0028780605643987656,0.8951521942512197,0.006925493478775024,-0.024563290178775787,-0.027441350743174553,0.002363468986004591,-0.0006190031999722123,0.313050240278244,0.306124746799469,0.3684445023536682,0.36294206976890564
2096,-0.001566469669342041,1.018469439032867,-0.002779662609100342,-0.08643575757741928,-0.08486928790807724,-0.08333054184913635,-0.08141624182462692,0.15061475336551666,0.153394415974617,0.1508139669895172,0.15223701298236847
2097,0.0016612396575510502,-0.31418957052917557,0.0036050379276275635,0.00039692141581326723,-0.001264318241737783,0.010239215567708015,0.008404718711972237,0.2991803288459778,0.2955752909183502,0.3292634189128876,0.3244345784187317
2098,-0.01859143376350403,0.9560867203732608,-0.001546323299407959,0.40479734539985657,0.4233887791633606,0.4414198696613312,0.4638299345970154,0.6905547976493835,0.6921011209487915,0.6853654384613037,0.6868548393249512
2099,0.0025291764177381992,1.5366224223896165,0.007428288459777832,0.007239452563226223,0.004710276145488024,-0.001599051058292389,-0.0043200962245464325,0.34960344433784485,0.342175155878067,0.33084774017333984,0.324197381734848
